productId,title,description,category,modifiers,keywords,releaseDate
"P7510","Longline New Parka","Inspired by parka combining longline versatility and new. Perfect for weekend escapes.","parka","longline, new","fall, cotton, parka","2024-11-28"
"P7511","Plus Size Fitted Coat","Elevated by coat combining plus size comfort and fitted. Perfect for effortless cool.","coat","plus size, fitted","cropped, thermal, coat","2023-02-02"
"P7512","Petite Plaid Cardigan","A stylish cardigan combining petite durability and plaid. Perfect for city exploration.","cardigan","petite, plaid","thermal, petite, cardigan","2023-02-06"
"P7513","Organic Vintage Slides","Shaped by slides combining organic refinement and vintage. Perfect for long-lasting elegance.","slides","organic, vintage","summer, coat, slides","2025-02-15"
"P7514","Striped Cotton Coat","Boldly combining coat combining striped elegance and cotton. Perfect for long-lasting elegance.","coat","striped, cotton","plus size, women, coat","2024-07-28"
"P7515","High-waisted Printed Skirt","A modern skirt combining high-waisted edge and printed. Perfect for timeless appeal.","skirt","high-waisted, printed","printed, fall, skirt","2024-12-17"
"P7516","New High-waisted Hoodie","Created to enhance hoodie combining new motion and high-waisted. Perfect for refined taste.","hoodie","new, high-waisted","trendy, sleeveless, hoodie","2024-07-17"
"P7517","Unisex Navy Boots","Refined with boots combining unisex texture and navy. Perfect for long-lasting elegance.","boots","unisex, navy","plaid, wool, boots","2023-01-01"
"P7518","Olive Tall Parka","Intended for parka combining olive comfort and tall. Perfect for modern flair.","parka","olive, tall","men, cotton, parka","2023-06-03"
"P7519","Organic Slim Fit Windbreaker","Refined with windbreaker combining organic edge and slim fit. Perfect for long-lasting elegance.","windbreaker","organic, slim fit","fall, solid, windbreaker","2023-07-07"
"P7520","Petite Wool Loafer","Crafted around loafer combining petite motion and wool. Perfect for daily wear.","loafer","petite, wool","wool, organic, loafer","2024-07-13"
"P7521","Low-rise Plus Size Shirt","For fans of shirt combining low-rise durability and plus size. Perfect for comfort-first fashion.","shirt","low-rise, plus size","linen, cardigan, shirt","2025-04-05"
"P7522","Organic Trendy Bomber Jacket","A modern bomber jacket combining organic texture and trendy. Perfect for long-lasting elegance.","bomber jacket","organic, trendy","fall, new, bomber jacket","2025-01-06"
"P7523","Cotton Low-rise Skirt","Engineered for skirt combining cotton motion and low-rise. Perfect for seasonal comfort.","skirt","cotton, low-rise","mid-rise, cotton, skirt","2023-07-01"
"P7524","Unisex Linen Hoodie","A comfortable hoodie combining unisex adaptability and linen. Perfect for seasonal comfort.","hoodie","unisex, linen","beige, leather, hoodie","2025-01-06"
"P7525","Linen Women Tank Top","Channeling tank top combining linen durability and women. Perfect for all-day wear.","tank top","linen, women","fitted, summer, tank top","2022-06-19"
"P7526","Organic Vintage Shorts","Crafted for shorts combining organic refinement and vintage. Perfect for functional design.","shorts","organic, vintage","floral, chrome, shorts","2024-12-08"
"P7527","Wool Denim Sandals","For fans of sandals combining wool flair and denim. Perfect for comfort-first fashion.","sandals","wool, denim","olive, fitted, sandals","2022-11-26"
"P7528","Linen Low-rise Pants","Boldly combining pants combining linen adaptability and low-rise. Perfect for modern flair.","pants","linen, low-rise","beige, plaid, pants","2024-11-25"
"P7529","Leather White Heels","Designed around heels combining leather versatility and white. Perfect for cool sophistication.","heels","leather, white","shorts, floral, heels","2023-07-23"
"P7530","Spring Loose Hoodie","Crafted around hoodie combining spring influence and loose. Perfect for weekend escapes.","hoodie","spring, loose","fitted, sleeveless, hoodie","2025-02-06"
"P7531","Olive Fitted Tank Top","A modern tank top combining olive motion and fitted. Perfect for cool sophistication.","tank top","olive, fitted","mid-rise, summer, tank top","2022-12-11"
"P7532","Fitted Unisex Leggings","Developed for leggings combining fitted refinement and unisex. Perfect for life on the move.","leggings","fitted, unisex","olive, new, leggings","2023-08-23"
"P7533","Mid-rise Floral Pullover","Embracing pullover combining mid-rise versatility and floral. Perfect for cool sophistication.","pullover","mid-rise, floral","petite, longline, pullover","2024-09-15"
"P7534","Cotton Sleeveless Skirt","Refined with skirt combining cotton warmth and sleeveless. Perfect for classic vibes.","skirt","cotton, sleeveless","mid-rise, longline, skirt","2024-12-22"
"P7535","White Black T-shirt","Crafted around t-shirt combining white versatility and black. Perfect for refined taste.","t-shirt","white, black","fall, sleeveless, t-shirt","2023-07-02"
"P7536","Women Minimalist Pants","Tailored with pants combining women warmth and minimalist. Perfect for all-day wear.","pants","women, minimalist","new, winter, pants","2023-06-13"
"P7537","Striped Cropped Sweater","Designed for sweater combining striped motion and cropped. Perfect for modern flair.","sweater","striped, cropped","wool, new, sweater","2024-05-02"
"P7538","Oversized Low-rise Bomber Jacket","Intended for bomber jacket combining oversized personality and low-rise. Perfect for daily wear.","bomber jacket","oversized, low-rise","denim, organic, bomber jacket","2023-01-11"
"P7539","Winter Denim Cardigan","Rooted in cardigan combining winter adaptability and denim. Perfect for everyday adventures.","cardigan","winter, denim","solid, longline, cardigan","2024-01-12"
"P7540","Denim Black Coat","Inspired by coat combining denim style and black. Perfect for all-day wear.","coat","denim, black","fall, longline, coat","2022-12-13"
"P7541","Fall Tall Jeans","Crafted for jeans combining fall warmth and tall. Perfect for classic vibes.","jeans","fall, tall","distressed layer, denim, jeans","2024-10-25"
"P7542","Low-rise Minimalist Jacket","Embracing jacket combining low-rise form and minimalist. Perfect for effortless cool.","jacket","low-rise, minimalist","wool, floral, jacket","2022-05-13"
"P7543","White Plaid Hoodie","For fans of hoodie combining white form and plaid. Perfect for timeless appeal.","hoodie","white, plaid","winter, spring, hoodie","2024-10-12"
"P7544","Cropped Plaid Tank Top","Curated to match tank top combining cropped adaptability and plaid. Perfect for all-day wear.","tank top","cropped, plaid","high-waisted, spring, tank top","2022-11-04"
"P7545","Oversized Fall Dress","A stylish dress combining oversized adaptability and fall. Perfect for weekend escapes.","dress","oversized, fall","spring, loose, dress","2024-03-16"
"P7546","Slim Fit Sleeveless Pants","Shaped by pants combining slim fit edge and sleeveless. Perfect for effortless cool.","pants","slim fit, sleeveless","cropped, sleeveless, pants","2022-07-06"
"P7547","Navy Floral Pants","Evolving from pants combining navy form and floral. Perfect for urban living.","pants","navy, floral","black, loose, pants","2024-03-16"
"P7548","Olive Winter Sandals","A modern sandals combining olive texture and winter. Perfect for refined taste.","sandals","olive, winter","printed, white, sandals","2024-05-02"
"P7549","Printed Plaid Leggings","An essential leggings combining printed comfort and plaid. Perfect for timeless appeal.","leggings","printed, plaid","fall, low-rise, leggings","2023-01-29"
"P7550","Spring Petite Sweater","Engineered for sweater combining spring performance and petite. Perfect for timeless appeal.","sweater","spring, petite","unisex, fitted, sweater","2022-08-09"
"P7551","Wool Loose Shirt","Inspired by shirt combining wool warmth and loose. Perfect for effortless cool.","shirt","wool, loose","loose, linen, shirt","2023-12-04"
"P7552","Minimalist Plus Size Heels","Channeling heels combining minimalist elegance and plus size. Perfect for effortless cool.","heels","minimalist, plus size","winter, leather, heels","2023-09-18"
"P7553","Plus Size Petite Crop Top","A stylish crop top combining plus size comfort and petite. Perfect for modern flair.","crop top","plus size, petite","fall, winter, crop top","2022-08-06"
"P7554","Minimalist Cropped Dress","An essential dress combining minimalist structure and cropped. Perfect for long-lasting elegance.","dress","minimalist, cropped","fall, petite, dress","2022-08-08"
"P7555","Olive Black Shorts","An essential shorts combining olive edge and black. Perfect for city exploration.","shorts","olive, black","layered, spring, shorts","2023-11-28"
"P7556","Men Floral Shirt","A modern shirt combining men form and floral. Perfect for refined taste.","shirt","men, floral","striped, cropped, shirt","2024-05-02"
"P7557","Oversized Minimalist Flats","Rooted in flats combining oversized personality and minimalist. Perfect for life on the move.","flats","oversized, minimalist","white, black, flats","2023-04-15"
"P7558","Tall Leather Jacket","A reinvented jacket combining tall form and leather. Perfect for comfort-first fashion.","jacket","tall, leather","organic, sleeveless, jacket","2023-02-26"
"P7559","Women High-waisted Slides","Created to enhance slides combining women style and high-waisted. Perfect for classic vibes.","slides","women, high-waisted","minimalist, unisex, slides","2022-05-05"
"P7560","Unisex Men Shirt","Tailored with shirt combining unisex performance and men. Perfect for timeless trends. New maroon Fish with ergonomic design for delirious comfort","shirt","unisex, men","petite, wool, shirt","2023-12-12"
"P7561","High-waisted Leather Romper","Crafted for romper combining high-waisted refinement and leather. Perfect for daily wear.","romper","high-waisted, leather","slim fit, women, romper","2023-02-21"
"P7562","Organic Striped Boots","Designed around boots combining organic durability and striped. Perfect for a bold statement.","boots","organic, striped","winter, printed, boots","2022-07-07"
"P7563","Winter Minimalist Pants","Refined with pants combining winter structure and minimalist. Perfect for timeless trends.","pants","winter, minimalist","beige, summer, pants","2024-05-10"
"P7564","Denim Minimalist Shirt","With influences of shirt combining denim structure and minimalist. Perfect for timeless appeal.","shirt","denim, minimalist","minimalist, longline, shirt","2022-10-14"
"P7565","Slim Fit Unisex Sneakers","A comfortable sneakers combining slim fit mobility and unisex. Perfect for all-day wear.","sneakers","slim fit, unisex","sleeveless, petite, sneakers","2023-06-24"
"P7566","Striped Fall Flats","A reinvented flats combining striped performance and fall. Perfect for daily wear.","flats","striped, fall","printed, fall, flats","2023-08-27"
"P7567","Navy Men Sweater","Tailored with sweater combining navy personality and men. Perfect for cool sophistication.","sweater","navy, men","wool, solid, sweater","2024-12-28"
"P7568","Sleeveless Denim Sandals","An essential sandals combining sleeveless flair and denim. Perfect for city exploration.","sandals","sleeveless, denim","sleeveless, women, sandals","2024-10-27"
